,mean_histogram,num_channels,num_classes,resolution_0,resolution_1,sequence_size
visual_domain_decathlon_gtsrb_num_classes_15_num_dev_examples_3250_num_test_examples_1305_resolution_64_num_channels_3,"[ 646.4   116.05   65.3    98.69   62.9    96.65  118.31  155.61  115.17
  196.59  182.93  100.05   94.62   67.15   93.31   63.03   90.8    61.51
   95.14   64.56  111.39   99.18   60.95   94.97 1586.32   95.22   61.48
   91.25   60.86   93.61   90.79   61.13   96.48   69.95   91.33   65.28
   96.94   62.52   94.81   64.42   95.2    90.67   57.12   94.99   61.6
   93.03   60.9    96.68   63.9   100.99   96.97   62.58   94.68   61.71
   97.07   62.01   95.19   68.52  107.07   72.08  100.02  107.     73.29
   99.39   67.97  111.11   74.29  107.31   77.89  150.49  145.51  110.52
  154.6    97.32  146.31  116.26  164.05  103.01  156.77  104.81  155.38
  170.14  111.69  169.95  102.96  139.     87.92  228.41  108.58  177.31
  162.59  102.27  136.89  203.71  182.14   69.99   94.02   67.94   97.94
   84.64]",3,43,64,64,1
visual_domain_decathlon_gtsrb_num_classes_27_num_dev_examples_11286_num_test_examples_1404_resolution_32_num_channels_3,"[ 437.15   93.04   62.4    96.73   60.63  133.11  164.04  245.32  182.83
  193.96  235.82  111.97   98.85   60.85   90.12   59.77   93.     62.55
   94.45   68.74   97.15  101.09   64.98  116.06 1585.75   97.06   59.38
   89.91   64.35   91.49   88.17   67.16   99.38   57.68   91.12   65.04
   98.89   65.89   90.66   62.9    99.38   88.26   59.44   92.99   65.52
   90.37   66.31  101.64   64.93   91.95   96.6    63.63   90.42   62.8
   99.05   58.9   102.98   68.44  100.73   68.05  108.86  106.9    73.34
  113.48   80.35  132.14   86.31  112.37   81.95  150.86  152.41  103.11
  160.78  111.46  164.9   144.54  194.63  118.07  162.42  112.39  160.93
  181.96  107.43  143.33   86.15  129.79   87.27  186.81  101.64  154.24
  143.4    79.25  116.11  143.21  153.89   68.3    95.67   67.51   95.77
   82.24]",3,43,64,64,1
visual_domain_decathlon_gtsrb_num_classes_35_num_dev_examples_31411_num_test_examples_2380_resolution_32_num_channels_3,"[ 339.75   94.86   62.2   100.91   59.51   96.48  174.78  239.24  203.93
  212.08  231.41  116.41  112.72   67.66   97.8    63.31   96.36   66.63
   98.4    60.42   98.67  104.56   65.7    98.14 1604.66   97.98   62.96
   92.76   63.88   97.08   87.4    64.14   89.7    63.37   89.54   63.87
   97.09   64.92   93.17   62.08   99.28   91.65   64.45   93.06   63.71
   91.41   62.39  101.25   65.54  102.38   99.41   65.39   93.96   62.71
   98.53   59.67  106.02   75.46  100.7    68.72  103.69  107.01   70.74
  106.58   75.33  129.67   84.74  120.72   80.11  169.43  175.16  111.96
  163.17  104.33  154.24  140.85  210.04  132.67  194.33  120.51  160.49
  165.36   98.13  145.88  101.8   143.66   91.18  150.77   95.47  137.31
  142.43   87.8   117.93  113.12  136.37   63.78  102.83   67.53  100.66
   88.  ]",3,43,64,64,1
visual_domain_decathlon_gtsrb_num_classes_41_num_dev_examples_12008_num_test_examples_3608_resolution_64_num_channels_3,"[ 471.82   97.41   63.11   93.54   59.47   94.91  215.02  338.12  154.2
  162.9   228.95  154.3   106.65   62.56   92.91   59.6    92.48   61.65
   96.06   62.43   93.2    98.25   66.37   91.93 1602.34   98.25   65.81
   91.81   62.69   94.23   85.63   59.14   90.42   57.49   90.13   63.72
   95.65   64.84   94.52   62.13   94.72   89.77   62.69   89.13   59.78
   90.55   62.15  104.63   72.87   97.97   94.93   67.39   89.97   60.2
   89.67   58.58  101.12   75.4   101.91   62.86   89.13   89.74   65.59
  103.15   71.73  118.13   79.74  124.78   89.9   195.26  184.13  116.31
  166.48  108.1   160.59  145.45  204.11  110.31  149.88   93.85  130.43
  135.69   93.04  134.18   97.35  144.91   88.68  155.47  112.47  159.55
  148.41   97.08  122.8   119.47  158.44   61.     92.09   62.66   96.12
   88.87]",3,43,64,64,1
visual_domain_decathlon_gtsrb_num_classes_8_num_dev_examples_7781_num_test_examples_640_resolution_128_num_channels_3,"[ 536.42   90.12   58.62   97.22   57.24  100.08  168.03  271.85  164.27
  233.61  245.62  129.79   97.6    65.42   92.94   59.9    85.81   59.04
   92.43   58.81   96.04  103.45   70.39   98.23 1594.72   88.07   60.97
   84.75   58.33   87.51   86.7    62.66   91.93   64.58   96.68   67.3
   97.     61.87   89.1    63.8    93.63   87.89   58.31   88.79   58.73
   92.01   63.36   94.96   61.73   98.25   94.62   61.86   95.33   61.47
   92.79   58.46   92.33   65.33   98.85   69.74  100.52  104.84   70.26
  108.83   69.41  127.79   79.74  113.53   76.23  152.68  156.71  106.56
  163.65   92.47  141.47  113.21  155.52   97.58  131.62   92.42  132.03
  176.22  114.96  155.68   98.71  155.98  115.36  175.62  110.83  158.86
  148.56  111.5   135.48  172.49  169.4    62.96  101.05   73.73  101.13
   85.07]",3,43,64,64,1
visual_domain_decathlon_ucf101_num_classes_64_num_dev_examples_2229_num_test_examples_1216_resolution_128_num_channels_3,"[  89.24   95.26   68.22  111.2    68.98  100.52   95.52  128.33   71.8
  103.95  119.89  101.45  112.94   65.67  100.07   64.95   97.3    66.98
  111.64  107.87  123.93   97.06   64.9    97.2  1602.6    98.84   67.71
  102.86   64.6   104.16  113.19   81.01  122.19   66.2    98.64   74.55
  130.7    82.08  100.16   63.08  104.09  101.6    65.56  115.85   90.57
  103.52   63.53   97.58   65.06   91.89   94.53   63.17   95.32   61.78
  103.43   63.29  114.14   97.29  108.12   76.07  123.68  127.65   85.22
   98.72   65.1   107.58   63.54   98.23   70.89  158.1   104.24   68.82
   97.55   64.22   92.61   61.24  101.38   66.55   96.39   70.11  101.72
  149.66  101.37  145.68  137.97  320.85  309.94  566.04  412.32  250.25
  142.84   73.96   96.7    66.7   156.02   73.46  104.31   62.62   98.08
   81.86]",3,101,64,64,1
visual_domain_decathlon_ucf101_num_classes_71_num_dev_examples_4841_num_test_examples_781_resolution_128_num_channels_3,"[  93.71   93.25   66.47   93.36   66.5   119.66   76.85  128.58   75.49
  113.22  135.33  118.82  133.49   66.59   92.4    64.6    94.65   62.09
  109.54  125.93  104.59  101.49   64.74  106.6  1568.42  117.25   64.96
   99.7    59.19   98.1    91.26  121.55  132.01   71.5   114.56   87.33
  139.71   80.88  102.03   66.54  101.52   92.52   63.3   115.32   99.34
   92.9    64.69   93.18   58.65   86.69  104.58   64.64   94.5    60.95
   98.14   63.7   113.8    77.53  103.36   96.7   126.78  151.58   95.82
  101.25   69.17   96.36   62.67   92.37   69.68  126.75   99.8    66.43
  100.53   61.01   85.14   63.05  102.59   67.45   92.29   66.99   98.95
  129.22   92.2   185.03  178.65  316.1   298.35  582.42  376.2   261.36
  144.22   85.83   95.43   60.99  113.43   63.22   97.49   66.84   98.19
   77.22]",3,101,64,64,1
visual_domain_decathlon_ucf101_num_classes_89_num_dev_examples_10692_num_test_examples_623_resolution_64_num_channels_3,"[  91.56   97.68   64.94  101.43   68.38  103.32  102.51  116.19   69.6
  103.29  128.26   90.74  125.81   70.99  103.02   63.22  105.65   67.74
  124.41   82.73   99.03  105.29   68.14   96.47 1589.02  112.97   70.62
   94.67   64.92  111.51  103.65   79.58  110.75   71.29  102.35   92.49
  137.5    86.18  104.55   65.97  109.66  102.5    68.32  117.1    80.79
  103.34   67.5   102.67   69.72   96.44  105.64   71.97   99.69   67.2
  107.18   68.51  130.1    83.4   124.97  110.56  123.08  143.25   78.9
  101.02   61.63   98.95   67.04   99.68   63.39  143.52   93.83   64.81
   96.81   63.29   93.96   65.57  102.91   63.64   95.34   70.98  107.3
  117.5    91.29  213.83  170.95  293.91  295.04  617.06  364.4   212.58
  120.8    66.16   93.31   65.77  121.1    71.18  100.82   62.6    95.32
   79.8 ]",3,101,64,64,1
visual_domain_decathlon_vgg-flowers_num_classes_27_num_dev_examples_3477_num_test_examples_135_resolution_128_num_channels_3,"[ 243.79  102.69   69.3   106.47   70.02  102.16   99.27  127.92   79.32
  117.96  132.12   78.43  105.34   69.76  106.28   72.74  104.32   72.08
  101.35   71.96  100.15  107.29   69.43  107.7  1591.69  104.73   71.03
  100.54   69.82  108.44  102.95   73.69  108.04   68.05  105.49   74.29
  108.08   67.99  104.31   68.57  106.52  106.97   69.07  113.37   69.49
  104.51   72.73  109.82   71.79  106.23  108.57   71.1   106.11   72.91
  107.95   71.07  111.98   75.93  117.63   76.74  116.51  120.79   84.79
  126.87   82.01  121.34   83.17  119.9    79.74  141.15  139.75   91.49
  134.96   92.6   142.95  110.64  166.93  112.24  167.56  111.37  167.44
  194.1   144.87  212.34  137.15  195.3   120.04  212.71  148.95  181.36
  156.21   92.87  124.83   98.11  113.49   72.73  100.09   71.12  109.83
   91.65]",3,102,64,64,1
visual_domain_decathlon_vgg-flowers_num_classes_2_num_dev_examples_28_num_test_examples_12_resolution_32_num_channels_3,"[ 271.97  101.6    69.56  109.14   69.1   107.12  142.57  121.59   76.22
  117.71  114.     77.27  106.19   70.28  107.02   71.54  100.1    70.18
  102.5    68.82  102.51  107.72   71.11  104.32 1586.46  103.69   70.68
  101.9    69.48  106.92  107.88   71.04  108.12   69.66  103.95   72.21
  106.61   71.06  105.08   70.19  105.61  104.62   69.34  118.23   70.29
  105.61   71.02  110.12   72.77  107.89  112.8    69.95  105.18   73.94
  106.59   71.38  114.67   78.45  119.17   79.2   115.88  121.21   86.15
  123.43   83.7   119.61   78.37  117.79   79.44  136.75  133.08   88.4
  138.44   90.74  137.78  111.29  164.17  108.73  159.79  105.21  163.37
  200.27  147.08  207.8   125.93  189.6   117.07  207.89  147.13  178.31
  176.41  114.21  125.42   83.62  109.43   71.81  103.33   68.31  106.75
   92.4 ]",3,102,64,64,1
